prompt,prompt_len,target
"Obama Assists 150 State Candidates, Targeting G.O.P.’s Grip on Legislatures.",24,True
Humane Society C.E.O. Resigns Amid Sexual Harassment Allegations.,18,False
Push for Colombians to Stop Farming Coca Falls Short.,13,False
Manafort’s 47 Months: A Sentence That Drew Gasps From Around the Country.,21,False
"Ebola Virus Is Outpacing Efforts to Control It, World Health Body Warns.",19,False
Obama Moves Jobs Speech After Skirmish With Boehner.,12,True
Impeachment Trial of South Korea President Called Mob Justice.,13,False
Obama’s Tax Policy Targets Rising Sector of His Base: The Affluent.,17,True
Iran’s Allies Feel the Pain of American Sanctions.,12,False
Israel Passes Provocative Law to Retroactively Legalize Settlements.,14,False
"Once Banned, Now Loved and Loathed: How the AR-15 Became ‘America’s Rifle’.",24,False
Court Grants Peru Ocean Territory Claimed by Chile.,11,False
Secret ‘Kill List’ Proves a Test of Obama’s Principles and Will.,18,True
Dire Climate Warning Lands With a Thud on Trump’s Desk.,15,False
"Italy Gives Xi, and China’s Vast Infrastructure Project, a Royal Welcome.",17,False
Clashes Break Out During Protests Over Trash Crisis in Lebanon.,14,False
Obama Plans Bipartisan Summit on Health Care.,10,True
Mueller Has Early Draft of Trump Letter Giving Reasons for Firing Comey.,16,False
Chief of Tunisian Army Pledges His Support for ‘the Revolution’.,15,False
"After Philando Castile’s Killing, Obama Calls Police Shootings ‘an American Issue’.",19,True
Obama Assails Republicans on Campaign Finance.,10,True
"McChrystal’s Fate in Limbo 
as He Prepares to Meet Obama.",20,True
"As Obama Arrives, Cuba Tightens Grip on Dissent.",13,True
BP Moves to Fix a Leak as Obama Warns of Damage.,14,True
"To Contain Iran, Trump’s Newest Line in the Sand Looks a Lot Like Obama’s.",21,True
Prime Minister Puts Power-Sharing at Risk in Iraq.,12,False
"Judge Orders U.S. Military to Stop ‘Don’t Ask, Don’t Tell’.",21,False
"Taliban Attack Afghan Army Base, Killing Dozens.",12,False
Japan Stalls as Leaders Are Jolted by Old Guard.,13,False
Russia Displays a New Military Prowess in Ukraine’s East.,14,False
"Deal Appears to Curb Migrant Flow, but Greece Still Faces ‘Uphill Effort’.",17,False
Obama Urges Voters to Look Ahead on Economy.,11,True
Ira Berlin Is Dead at 77; Groundbreaking Historian of Slavery.,16,False
"Obama Invokes Gandhi, Whose Ideal Eludes India.",12,True
Biden and Obama’s ‘Odd Couple’ Relationship Aged Into Family Ties.,16,True
"Walter B. Jones, 76, Dies; Republican Turned Against Iraq War.",18,False
"In This Song, a Bleep Fills In for ‘Bombay’.",15,False
Brexit and the U.S. Shutdown: Two Governments in Paralysis.,16,False
Divided U.S. Gives Obama More Time.,12,True
Obama After Dark: The Precious Hours Alone.,10,True
Obama Finds Campaigning Rules Clock.,8,True
"Omar al-Bashir, Leaving South Africa, Eludes Arrest Again.",16,False
"Emboldened by Protests, Black Lives Matter Activists Move From Street to Ballot.",19,False
Rise in Virus Cases Near Bases in U.S. and Abroad Poses Test for Military.,20,False
Years of Attack Leave Obamacare a More Government-Focused Health Law.,14,True
Obama Limits When U.S. Would Use Nuclear Arms.,13,True
"Obama Weighs In on Kenyan Election, Urging Calm.",13,True
Obama Moves to Expand Rules Aimed at Closing Gender Pay Gap.,14,True
"Haitians, Battered by Hurricane, Huddle in Caves: ‘This Is the Only Shelter We Have’.",23,False
"With Flyovers and Flags, Trump Plays M.C. for the Fourth.",17,False
"Palestinian Refuge for 6 Decades, Now Flooded From Syria .",15,False
"Pope Accepts Wuerl’s Resignation as Washington Archbishop, but Calls Him a Model Bishop.",22,False
Tough Path Seen by Obama on Ban of Assault Weapons.,12,True
Renewed Clashes Between Israel and Gaza Interrupt Talk of Cease-Fire.,17,False
Obama Plans to Rescue States With Debt Burdens.,11,True
Obama Orders Policy Review on Executions.,10,True
Would-Be Plane Bomber Is Sentenced to Life in Prison.,14,False
"In Beijing Talk, Michelle Obama Extols Free Speech.",12,True
Obama Seeks to Shift Arc of Oil Crisis.,11,True
"Ebola Outbreak Is Declared in Congo, With at Least 3 Dead.",17,False
Invitation to Israeli Leader Puts Obama on the Spot.,11,True
Moscow Attack a Test for Putin and His Record Against Terror.,13,False
Iraqi Court Sets Partial Recount in Tight Election.,12,False
"At Trial, Hit Man Says ‘It Broke My Heart’ to Learn Bulger Was an F.B.I. Informer.",28,False
"At Hiroshima Memorial, Obama Says Nuclear Arms Require ‘Moral Revolution’.",14,True
"Obama Condemns ‘Routine’ of Mass Shootings, Says U.S. Has Become Numb.",21,True
"With Sweeping Document Request, Democrats Launch Broad Trump Corruption Inquiry.",14,False
Obama Administration Considers Arming Syrian Kurds Against ISIS.,12,True
Unlocking the (Neon Green) Door to Gentrification.,13,False
Senate Rejects Slimmed-Down Obamacare Repeal as McCain Votes No.,16,True
Police Are Charged in Post-Katrina Shootings.,11,False
Shared Mission to Pardon U.S. Soldiers Who Killed Civilians.,16,False
Instructor for Air Force Is Convicted in Sex Assaults.,14,False
Tunisia Includes Independents in New Cabinet.,9,False
"Jean-Marie Le Pen, Co-Founder of National Front, Is Ousted From French Far-Right Party.",24,False
Congressional G.O.P. Agenda Quietly Falls Into Place Even as Trump Steals the Spotlight.,23,False
Speaker ‘Confident’ of Deal With White House on Immigration.,14,False
Navy Seeks to Prosecute Top Officers for Crashes.,13,False
Obama to Turn Up Attacks on Congress in Campaign.,11,True
Recalls Become a Hazard for Mayors.,10,False
Tough Path Seen by Obama on Ban of Assault Weapons.,12,True
"As Second Wave of Virus Builds, U.K. Enters New Testing Crisis.",18,False
"For Russians Abroad, a Ruble Doesn’t Go as Far as It Used To .",19,False
‘Straight to Gunshots’: How a U.S. Task Force Killed an Antifa Activist.,22,False
Bolton Says He Confronted Russians Over Election Meddling.,14,False
"A Strategy of Retreat in Syria, With Echoes of Obama.",13,True
"Latin America Looks at West’s Fiscal Crises, and Sees Its Own Past.",18,False
"Obama, With Reluctance, Returns to Action in Iraq.",14,True
"Obama to Send Up to 1,200 Troops to Border.",16,True
Triumphant Obama Faces New Foe in ‘Second-Term Curse’.,15,True
I.R.S. Ruling Is Obstacle to Health Care Networks Promoted by Obama.,18,True
"When Trump Phones Friends, the Chinese and the Russians Listen and Learn.",15,False
"Obama and Netanyahu Play Down Rancor on Iran, but Views Still Differ Sharply.",18,True
Israeli Demolition Begins in East Jerusalem Project.,9,False
"At Hiroshima Memorial, Obama Says Nuclear Arms Require ‘Moral Revolution’.",14,True
Trump Bars CNN’s Jim Acosta From the White House.,13,False
"Jacinda Ardern, New Zealand’s Sudden Star, Gets Set to Govern.",18,False
Pressure Rising as Obama Works to Rein In Russia.,11,True
The Newest Curse of the Mummy: Bad Drainage.,11,False
Obama Gathers Leaders in Effort to End South Sudan War.,13,True
"Ayatollah Khamenei, Backing Iran Negotiators, Endorses Nuclear Deal.",18,False
"In Poll, Obama Is Given Trust Over Medicare.",11,True
New District Maps Toughen Democrats’ Race for House.,12,False
"Obama Wins a Clear Victory, but Balance of Power Is Unchanged in Washington.",17,True
"Overlooked No More: Roland Johnson, Who Fought to Shut Down Institutions for the Disabled.",20,False
U.S. Reaches Out to Indian Opposition Leader It Once Rebuked.,18,False
Guard Kills Jewish Man in Jerusalem.,8,False
"Obama to Recall Military Personnel From Ebola Zone, Officials Say.",13,True
"Making a Point, Obama Invokes a Painful Slur.",14,True
"Donald Trump Is a Punch Line for Obama, Who Is Getting More Jokes Ready.",17,True
Obama Finds Campaigning Rules Clock.,8,True
The Alliance of Chris Christie and Donald Trump: What Each Side Gets.,15,False
"Baltimore Fires Another Police Commissioner, After Record High Murder Rate.",13,False
Senate Republicans Open Fight Over Obama Health Law.,10,True
"‘Let Obamacare Fail,’ Trump Says as G.O.P. Health Bill Collapses.",20,True
House G.O.P. Sets New Offensive on Obama Goals.,15,True
"Obama Endorses Hillary Clinton, and Urges Democrats to Unite.",14,True
"Saudi Prince Criticizes Obama Administration, Citing Indecision in Mideast.",19,True
Possible No. 2 to Romney Knows Ways of the Capital.,14,False
"Foiled in Congress, Trump Moves on His Own to Undermine Obamacare.",16,True
Unusual Summer of Political Calm Is Enjoyed by a Disputed Region.,15,False
Hillary Clinton Is Set Back by Decision to Keep Illness Secret.,13,False
"Putin Takes Questions: More Economy, Less Ukraine.",11,False
"Trump Is Expected to Leave Iran Deal, Allies Say.",12,False
"Obama’s Top Aide a Tough, Decisive Negotiator.",14,True
Years of Attack Leave Obamacare a More Government-Focused Health Law.,14,True
Obama Favors Sanctions for Abuse of Venezuela Protesters.,12,True
Resurgent Syrian Rebels Surprise Damascus With New Assaults.,12,False
"Trump, Offering No Evidence, Says Obama Tapped His Phones.",14,True
Police Sex Abuse Case Is Bad News for Mexico’s Leader.,14,False
Ties to Obama Aided in Access for Big Utility.,13,True
"Criticized as Weak in Past Talks, Obama Takes Harder Line.",15,True
Romney Beating Obama in a Fight for Wall St. Cash.,15,True
"Touring States, Obama Pushes Modest Agenda.",12,True
Trump Administration Hardens Its Attack on Climate Science.,11,False
How a Trump Trade Pact Won Over Democrats.,10,False
"Mildred Manning, ‘Angel’ of Corregidor, Dies at 98.",19,False
Obama Campaign Endgame: Grunt Work and Cold Math.,12,True
Obama Waits Before Asking for Increase in Debt Limit.,11,True
U.S. and Allies Seek a Refuge for Qaddafi.,14,False
Former Mayor of New Orleans Is Charged in Sweeping Corruption Case.,14,False
Economic Growth Gives Lift to Obama in NYT/CBS Poll.,13,True
"‘We Stand With You,’ Obama Tells Mourners at Texas Memorial.",15,True
"‘Your Concern Is Human Rights, Mine Is Human Lives,’ Duterte Says in Fiery Speech.",20,False
"Courts Support Obama’s Contraceptive Policy, but Challenges Remain.",15,True
Obama’s Tax Policy Targets Rising Sector of His Base: The Affluent.,17,True
Policing: What Changed (and Didn’t) Since Michael Brown Died.,17,False
G.O.P. ‘Super PAC’ Weighs Hard-Line Attack on Obama.,20,True
"Championing Optimism, Obama Hails Clinton as His Political Heir.",15,True
"Obama Urges Speed on Immigration Plan, but Exposes Conflicts.",14,True
"After Hurricane, Haiti Confronts Scars From 2010 Earthquake Recovery.",18,False
Obama Is Expected to Urge Cooperation on Economy and an End to Vitriol.,17,True
Trial Portrays Two Sides of Private in Leak Case.,12,False
Ashraf Ghani Thanks U.S. for Support in First Visit as Afghan Leader.,19,False
Obama Plans to Rescue States With Debt Burdens.,11,True
"A Century After Armenian Genocide, Turkey’s Denial Only Deepens.",15,False
"Back to Work, Obama Is Greeted by Looming Crisis.",14,True
Obama Lashes Trump in Debut 2018 Speech. President’s Response: ‘I Fell Asleep.’.,26,True
Obama Nears Needed Votes on Iran Nuclear Deal.,11,True
Gunmen Kill Arts Advocate in Pakistan After Human Rights Event.,13,False
"Countless Grievances, One Thread: We’re Angry.",14,False
"In Second Term, Obama Is Seen as Using ‘Hidden Hand’ Approach.",16,True
State Marijuana Laws Complicate Federal Job Recruitment.,10,False
"Karen Blumenthal, 61, Dies; Journalist Turned Young-Adult Author.",18,False
"Fleeing Gangs, Children Head to U.S. Border.",16,False
Obama Tax Plan Would Ask More of Millionaires.,11,True
"In Baltimore Report, Justice Dept. Revives Doubts About Zero-Tolerance Policing.",18,False
Secret Ledger in Ukraine Lists Cash for Donald Trump’s Campaign Chief.,15,False
Obama Facing Critical Choice After Shooting.,8,True
"Blackhawks Fans Show That Chicago Can Love a Winner, Too.",14,False
Afghan Women Fear Loss of Modest Gains.,10,False
Bodies Recovered From Helicopter Crash in Nepal Are Identified.,12,False
"Obama and Putin at Odds on Syria, but Want Talks.",13,True
Russia: Putin Warns His Party on ‘Promises’.,12,False
"Obama, Conceding Budget’s Limitations, Seeks Consensus.",14,True
Obama Waits Before Asking for Increase in Debt Limit.,11,True
Trump Officials Reverse Obama’s Policy on Affirmative Action in Schools.,14,True
"Poland Bashes Immigrants, but Quietly Takes Christian Ones.",13,False
I.R.S. Ruling Is Obstacle to Health Care Networks Promoted by Obama.,18,True
F.B.I. Sent Investigator Posing as Assistant to Meet With Trump Aide in 2016.,25,False
"Afghan Forces Killed in Friendly-Fire Airstrike, Capping Deadly Week.",17,False
Governors From Both Parties Denounce Senate Obamacare Repeal Bill.,14,True
Battle of $50 Bill Splitting Republican Ranks.,12,False
Unease at Clinton Foundation Over Finances and Ambitions.,12,False
Colleges Rattled as Obama Seeks Rating System .,12,True
Obama Limits When U.S. Would Use Nuclear Arms.,13,True
"Algeria Sowed Seeds
of Hostage Crisis as
It Nurtured Warlord.",21,False
Texas Woman Is Taken Off Life Support After Order.,11,False
"At Venezuela’s Border, a Strange and Deadly Showdown Over Aid.",15,False
"With Biden Up Next to Debate, Obama’s Aides Plot Comeback.",16,True
South Africa Lifts Charges of Murder in Mine Strike.,12,False
Two Ministers Forge Friendship Across a Church Divide.,10,False
"Overlooked No More: Fannie Farmer, Modern Cookery’s Pioneer.",16,False
China’s Army of Graduates Struggles for Jobs.,12,False
"After Obama’s Decision on Marriage, a Call to Pastors.",15,True
Stevens’s Retirement Is Political Test for Obama.,11,True
Victims of California Mudslides Were Swept Away Weeks After Surviving Fires.,18,False
U.S. Backers of Israel Pressure Obama Over Policy on Iran.,16,True
"Gunman Believed to Be Behind 2 Copenhagen Attacks Is Fatally Shot, Police Say  .",21,False
Spanish Miners Dig In Against Budget Cuts.,9,False
Harvard Search of E-Mail Stuns Its Faculty Members.,13,False
Anarchists Fill Services Void Left by Faltering Greek Governance.,14,False
Adm. Frank B. Kelso Dies at 79; Tied to Tailhook Scandal.,20,False
Republican Shadow Campaign for 2020 Takes Shape as Trump Doubts Grow.,18,False
Obama’s Visit Raises Ghosts of Hiroshima.,10,True
"They Each Backed Off Strikes: Trump in ’19, Obama in ’13, Clinton in ’98.",26,True
"Laurence Tribe Fights Climate Case Against Star Pupil From Harvard, President Obama.",15,True
Obama Moves to Expand Rules Aimed at Closing Gender Pay Gap.,14,True
Turkish Reforms Pass by Wide Margin.,8,False
Obama Takes Several Gambles in Bid to Defuse Nuclear Standoff With Iran.,17,True
‘Accelerate the Endgame’: Obama’s Role in Wrapping Up the Primary.,17,True
"As the Mountaintops Fall, a Coal Town Vanishes.",13,False
Obama’s Debt Plan Sets Stage for Long Battle Over Spending.,14,True
"‘I’m Struggling to Survive’: For Rohingya Women, Abuse Continues in Camps.",20,False
"‘These Tragedies Must End,’ Obama Says.",12,True
Big Cash Edge Powers Obama in Drive for ’12.,13,True
Obama Must Walk Fine Line as Congress Takes Up Agenda.,12,True
"‘Nobody Should Be President for Life,’ Obama Tells Africa  .",14,True
Obama Mines for Voters With High-Tech Tools.,11,True
American ISIS Suspect Is Freed After Being Held More Than a Year.,15,False
"EgyptAir Flight 804 Broke Up in Midair After a Fire, Evidence Suggests.",22,False
"In Cold War Echo, Obama Strategy Writes Off Putin.",12,True
Iraq’s Top Cleric Refuses to Influence Elections.,13,False
"Among Blacks, Pride Is Mixed With Expectations for Obama.",12,True
Abbas Renews Threat to Dissolve Palestinian Authority if Peace Talks Fail.,14,False
Obama Calls for Bipartisan Effort to Fight for U.S. Jobs.,16,True
"In Beijing Talk, Michelle Obama Extols Free Speech.",12,True
"Ohio Special Election Too Close to Call, as Republican Holds Slim Lead.",15,False
Putin’s Uncertain Future Shadows a Crackdown on Moscow Protests.,15,False
"Dick Enberg, Veteran Sportscaster, Is Dead at 82.",16,False
May and Brexit Face Uncertain Future After Crushing Vote in Parliament.,14,False
House Passes Bill Directing Obama to Proceed on Oil Pipeline.,13,True
A Foreign Policy Gamble by Obama at a Moment of Truth.,13,True
Tale of ‘White Widow’ Fills British Press.,12,False
Bernie Sanders vs. The Machine.,8,False
"Obama, at Convention, Lays Out Stakes for a Divided Nation.",15,True
"Obama Stresses Support for Israel, but Refuses to ‘Paper Over’ Discord.",18,True
"Qaeda Militants Seek Syria Base, U.S. Officials Say.",15,False
"Change Comes: After 4 Years, Friends See Shifts in the Obamas.",17,True
"Trump Targets MS-13, a Violent Menace, if Not the One He Portrays.",20,False
"After Obama’s Decision on Marriage, a Call to Pastors.",15,True
Trump Officials Reverse Obama’s Policy on Affirmative Action in Schools.,14,True
Fate of Confederate Monuments Is Stalled by Competing Legal Battles.,14,False
Florida Felons Once Denied Rights Begin Registering to Vote.,13,False
Narendra Modi Could Make or Break Obama’s Climate Legacy.,15,True
Bernie Sanders Drops Out of 2020 Democratic Race for President.,16,False
"Back to Work, Obama Is Greeted by Looming Crisis.",14,True
"Conceding to N.R.A., Trump Abandons Brief Gun Control Promise.",19,False
The Hard Charger at Obama’s Side Has His Hands Full.,14,True
"In Poll, Obama Is Given Trust Over Medicare.",11,True
Lobbying Imperils Overhaul of Student Loans.,11,False
"For Elderly, Echoes of World War II Horrors.",12,False
"In an Iraqi City, the Real Ballot Contest Is for Shiite Leadership.",16,False
Obama to Seek Spending Freeze to Trim Deficits.,11,True
Coming to Netflix: The Obamas Sign Deal to Produce Shows.,14,True
Brazil’s Workers Take to Streets in One-Day Strike.,14,False
"Detained for a Year, American Languishes in Russian Prison.",14,False
Obama to Consider Executive Actions on Gun Violence.,10,True
Mueller’s Digging Exposes Culture of Foreign Lobbying and Its Big Paydays.,20,False
"In Landrieu Races, Obama Helps and Hinders.",12,True
Lawmakers Resist Karzai’s Move on Election Panel.,13,False
"Antique Film of Black Ballplayers Surfaces, and Their Diamond Is a Plantation.",16,False
Pressure Grows as Hungary Adopts Law Targeting George Soros’s University.,15,False
Jeb Bush Blames Hillary Clinton and Obama for Iraq’s Decline.,15,True
Obama Is Even in TV Ad Race Despite PACs.,12,True
"Amid Deficit Fears, Obama Freezes Pay.",10,True
Rash of Scandals Tests Democrats at Sensitive Time.,11,False
"Before Debate, Tough Crowds at the Practice.",11,False
Writer Looks to Soccer Field for Peaks and Valleys of Argentine Life.,15,False
"Obama, Saying Goodbye, Warns of Threats to National Unity.",14,True
Young Immigrants Say It’s Obama’s Time to Act.,14,True
"Obama’s Plan to Visit Mideast Stirs Hopes, Slightly.",16,True
Obama Weighs Visiting Hiroshima or Nagasaki.,9,True
The Catholic Roots of Obama’s Activism.,11,True
Obama Takes Hard Line With Libya After Shift by Clinton.,12,True
"Obama Says Iran Strike Is an Option, but Warns Israel.",14,True
First Evidence of a Blunder in Drone Strike: 2 Extra Bodies.,16,False
"Making Case for Jobs Bill, Obama Cites Europe’s Woes.",16,True
Biden’s Call for ‘National Mask Mandate’ Gains Traction in Public Health Circles.,18,False
Obama Cautions Embattled Ally Against Violence.,10,True
"Obama Details Lines of Battle in Budget Plan, and on Libya.",14,True
Obama Puts His Weight Behind Smart-Gun Technology.,11,True
"Ten Centuries Later, a Pope and Knights Do Battle.",12,False
"Before China’s Transition, a Wave of Nationalism.",12,False
Clinton Delivers Impassioned Plea for Obama Second Term.,12,True
Economic Growth Gives Lift to Obama in NYT/CBS Poll.,13,True
"As Trump Attacks Georgia Republicans, Party Worries About Senate Races.",14,False
Obama Challenges Congress on Job Plan.,8,True
Obama Tries to Calm Religious Tensions.,9,True
Trump Says Tanks Will Be on Display in Washington for July 4.,15,False
Colleges Rattled as Obama Seeks Rating System .,12,True
Obama Faces Barrier in His Own Party on Syria.,11,True
Key Iraqi City Falls to ISIS as Last of Security Forces Flee.,15,False
ISIS Wave of Might Is Turning Into Ripple.,10,False
Kerry Becomes Chief Advocate for U.S. Attack.,12,False
"Obama, in Oklahoma, Takes Reform Message to the Prison Cell Block.",15,True
"Christine Beshar, Trailblazing Lawyer, Dies at 88.",16,False
Trump Has Discussed With Advisers Pardons for His 3 Eldest Children and Giuliani.,20,False
"Obama’s Pick for Defense Is an Ally, and a Lightning Rod.",16,True
"German Envoy Goes to Greece, Leaving Lectures Behind.",11,False
"On Election’s Eve, G.O.P. Is Confident, but Voters Are Sour.",22,False
Mexican Tied to Killing of D.E.A. Agent Is Freed.,16,False
Latin America’s Virus Villains: Corrupt Officials Collude With Price Gougers for Body Bags and Flimsy Masks.,26,False
"While U.N. Beckons Clinton, Obama Takes In ‘The View’.",17,True
Obama Sees Russia Failing in Syria Effort.,9,True
How Germany Won Freedom for the Widow of China’s Most Famous Dissident.,17,False
Obama Sets the Record Straight on His 7-Almond Habit.,14,True
Voter ID Battle Shifts to Kansas.,8,False
"As Obama Presses Vietnam on Rights, Activists Are Barred From Meeting.",16,True
"Above All Else, Eastern Quake Rattles Nerves.",12,False
Obama Tests Limits of Power in Syrian Conflict.,10,True
Targeted Killing Comes to Define War on Terror.,10,False
Obama Asks for $3.7 Billion to Aid Border.,14,True
Emails Show Hillary Clinton Trying to Find Her Place.,11,False
Street Artists Infiltrate ‘Homeland’ With Subversive Graffiti.,16,False
"Watching the Obamas’ First Date, and Feeling a Little Uncomfortable.",16,True
"After Typhoon Hagibis, Dramatic Rescues of Residents Trapped by Floods.",17,False
"Fed, Dimming Its Economic Outlook, Predicts No Rate Increases This Year.",17,False
Obama Tells Republicans to ‘Reopen the Government’.,11,True
"Trump, Offering No Evidence, Says Obama Tapped His Phones.",14,True
"Amid Hunger Strike, Obama Renews Push to Close Cuba Prison.",14,True
"Obama Says Iran Strike Is an Option, but Warns Israel.",14,True
Recalls Become a Hazard for Mayors.,10,False
Obama to Call for Laws Covering Data Hacking and Student Privacy.,13,True
Countering Cyberattacks Without a Playbook.,10,False
Protesters Take On Conservative Retreat.,8,False
Obama Charts a New Route to Re-election.,11,True
"Obama Defends Tax Deal, but His Party Stays Hostile.",14,True
Kerry Lays Groundwork for Obama’s Visit to India .,14,True
"Obama and Aung San Suu Kyi Meet Again, With Battle Scars .",16,True
A Desperate Bid for Survival as Fire Closed In on an Oregon Mountain Town.,17,False
House Republicans Unveil Plan to Replace Health Law.,11,False
Netanyahu May Try to Mend Fences in First U.S. Visit Since Iran Deal.,20,False
"For Obama and Indian Leader, a Friendly Stroll if Not a Full Embrace.",16,True
"As Open Enrollment for Obamacare Begins, Confusion Reigns.",11,True
"For Obama, Big Rise in Poll Numbers After Bin Laden Raid.",14,True
North Koreans See Few Gains Below Top Tier.,10,False
Obama Plans Broader Use of Clemency to Free Nonviolent Drug Offenders.,18,True
Trump State Visit to U.K. Faces Turbulence Amid Brexit Chaos.,15,False
Fears of Lasting Rift as Obama Battles Pro-Israel Group on Iran .,16,True
"With Biden Up Next to Debate, Obama’s Aides Plot Comeback.",16,True
Racial Abuse Is Alleged at San Jose State University.,13,False
Obama Hopes ‘Recovery Summer’ Will Warm Voters to the Stimulus.,14,True
Kenya’s High Court Upholds a Ban on Gay Sex.,15,False
Data Points to Rapid Loss of Control Aboard EgyptAir Jet.,14,False
Obama’s Rating Falls as Poll Reflects Volatility.,12,True
Hearing Begins on Israeli Foreign Minister.,8,False
Obama Takes Several Gambles in Bid to Defuse Nuclear Standoff With Iran.,17,True
"A Long Rivalry Resumes, Over Sips and Crackers.",15,False
Luck Runs Out for a Leader of ‘Brexit’ Campaign.,13,False
"Amid Steady Deportation, Fear and Worry Multiply Among Immigrants.",13,False
DeVos’s Hard Line on New Education Law Surprises States.,15,False
Obama Moves to Centralize Control Over Party Strategy.,11,True
Obama Pushes Iraqis to Mend Sectarian Rifts.,13,True
Students Lose Zeal for Aiding Obama Again.,10,True
"Once Wary, Obama Now Relies on Petraeus.",13,True
Obama Apologizes After Drone Kills American and Italian Held by Al Qaeda.,16,True
Expo Offers Shanghai a Turn in the Spotlight.,10,False
"Elated, Furious, Wary: Impeachment Divides Voters, Like Everything Trump.",20,False
Obama Relents on Proposal to End ‘529’ College Savings Plans.,17,True
"Few Eager to Talk Peace in Syria, but a Mediator Won’t Stop.",17,False
House G.O.P. Returns Focus to Obamacare’s Spending Authority.,17,True
Obama Tells Republicans to ‘Reopen the Government’.,11,True
Incumbent Backed by Obama Wins Colorado Primary.,11,True
Narendra Modi Outlines Goals for India on Eve of a Visit With Obama.,18,True
Idaho Senator to Push Gay Rights Bill From the Outside.,12,False
G.O.P. Governors Warn Party Members in Congress Not to Shut Government.,18,False
"Iran’s Military Response May Be ‘Concluded,’ but Cyberwarfare Threat Grows.",19,False
"Trump to Scrap Critical Health Care Subsidies, Hitting Obamacare Again.",15,True
"Russia and Others Seek Extended Ukraine Truce, but Separatists Balk.",15,False
Obama Holds to Afghanistan Withdrawal Deadline.,8,True
2 Senators Visit Egypt With Threat on U.S. Aid.,14,False
"In Afghan Trip, Obama Presses Karzai on Graft.",13,True
Texas Race for Senate Reveals Rift on the Right.,11,False
Obama’s Remarks Offer Hope to Opponents of Oil Pipeline.,14,True
Obama Says Income Gap Is Fraying U.S. Social Fabric.,15,True
Ruling Striking Down Obamacare Moves Health Debate to Center Stage.,13,True
Obama Gathers Leaders in Effort to End South Sudan War.,13,True
"Water Levels Fall in Great Lakes, Taking a Toll on Shipping.",14,False
"After Obama, Some Health Reforms May Prove Lasting.",11,True
Obama to Call for Laws Covering Data Hacking and Student Privacy.,13,True
"From Sergeant-at-Arms to Canadian Ambassador, After Ottawa Attack.",15,False
"Off Script, Obama and the G.O.P. Vent Politely.",17,True
"After Uprising, Rebels Face a Struggle for Unity.",12,False
Egypt Extends Its Crackdown to Journalists.,10,False
Obama’s ‘Boots on the Ground’: U.S. Special Forces Are Sent to Tackle Global Threats.,23,True
"After Iowa, Republicans Face a New Landscape.",10,False
"With Biden Up Next to Debate, Obama’s Aides Plot Comeback.",16,True
Obama Moves to Centralize Control Over Party Strategy.,11,True
Poland’s ‘Death Camp’ Law Tears at Shared Bonds of Suffering With Jews.,18,False
"Sparring Over Foreign Policy, Obama Goes on the Offense.",13,True
German Letter Bomb Is Found After Athens Blasts.,11,False
"Ron Vara, A.K.A. Peter Navarro, Highlights Case for More China Tariffs.",21,False
Onset of Woes Casts Pall Over Obama’s Policy Aspirations.,17,True
"Seeking Asylum in Australia, Refugees Find a Policy in Flux.",13,False
"G.O.P. Lawmakers, Once Skeptical of Obama Plan to Hit Syria, Back Trump.",24,True
U.S. Budget Deal in Doubt; Obama’s Trip to Hill Reveals Split.,19,True
"Foiled in Congress, Trump Moves on His Own to Undermine Obamacare.",16,True
Obama’s Blueprint for Fighting Terrorism Collides With Reality in Iraq.,15,True
The Obamas’ Holiday Playlist Is Posted on Spotify.,12,True
Obama Leans on G.O.P. for a Deal on Debt Ceiling.,18,True
Threats Test Obama’s Balancing Act on Surveillance.,11,True
G.O.P. Newcomers Set Out to Undo Obama Victories.,17,True
Hong Kong’s Drive for ‘Green Burials’ Clashes With Tradition.,17,False
"Tom Price, Obamacare Critic, Is Trump’s Choice for Health Secretary.",16,True
"Christo, Artist Who Wrapped and Festooned on an Epic Scale, Dies at 84.",22,False
Arms Treaty With Russia Headed for Ratification.,11,False
"Moscow Skyscraper Talks Continued Through ‘the Day I Won,’ Trump Is Said to Acknowledge.",19,False
Republicans Open to Banning ‘Bump Stocks’ Used in Massacre.,14,False
"Taking Over a Hong Kong Street for Pleasure, Not Protest.",13,False
Obama Confronts Americans’ Fears in State of the Union Speech.,15,True
"As Obama’s Tour Ends, He Says U.S. Involvement Abroad Must Not.",19,True
"With Obama as Broker, Israelis and Turkey End Dispute.",12,True
Merkel’s Visit to Britain Sets New Tone After E.U. Rift.,18,False
"For Obama’s Visit, India Takes a Broom to Stray Monkeys and Cows.",17,True
Obama Makes Case for 2nd Term: ‘Harder’ Path to ‘Better Place’.,20,True
"Abortion, Newly Legal in Ireland, Faces Old Roadblocks.",14,False
Handshake for Obama and Raúl Castro of Cuba.,10,True
"As Another Club Closes, Sunset Strip’s Evolution Continues.",13,False
"In Miami Speech, Trump Tells Evangelical Base: God Is ‘on Our Side’.",17,False
A Vague Role for Religion in Egyptian Draft Constitution.,12,False
Republicans Float a Scaled-Back Stimulus Bill.,11,False
Obama Moves to Expand Rules Aimed at Closing Gender Pay Gap.,14,True
Web of Shell Companies Veils Trade by Iran’s Ships.,14,False
Coronavirus Rips Into Regions Previously Spared.,10,False
Obama Moves to Centralize Control Over Party Strategy.,11,True
