prompt,prompt_len,target
Mariners send journeyman lefty Williams to Padres The 29-year-old Williams was 7-2 for Triple-A Tacoma and made six relief appearances with Seattle after being called up in September.,44,0
"This week in security news Phishing is one of the fastest-growing forms of personal fraud in the world. While consumers are the most obvious victims, the damage spreads far wider--hurting companies #39; finances and reputations and potentially ",50,0
"Gateway loss narrows on PC demand Buoyed by strong consumer demand for personal computers and stringent cost cuts, computer maker Gateway reported a third-quarter loss on Thursday that was much narrower than a year ago.",42,0
"Peru Retries Shining Path Leader Guzman (AP) AP - The founder of Peru's Maoist Shining Path insurgency raised a defiant fist and proclaimed ""glory to Marxism"" in court Friday as the government retried him on terrorism charges a decade after he was sentenced to life in prison.",58,1
"Fallen space explorers honored with superfast tribute Two years ago, scientists at the NASA Ames Research Center at Moffett Field were stunned when the Columbia space shuttle came apart as it returned to Earth.",39,0
"Hundreds Mourn Marine From Md.  Tracy Miller thinks about her son's touch and his voice, trying to grasp that she will never experience either again.",33,1
Israeli parliament set for historic vote on Gaza pullout JERUSALEM : The Israeli parliament is set for an historic vote on Prime Minister Ariel Sharon #39;s hotly contested plan to withdraw from the Gaza Strip after 37 years of occupation.,51,1
"European Shares Little Changed (Reuters) Reuters - European shares were little changed at\29-month highs on Friday, with Germany's Ifo survey expected to\be an early focus.",40,1
"Critical JPEG security flaw leaves Windows users vulnerable Microsoft issued a patch for what it says is a  quot;critical quot; security flaw in the way Windows programs handle JPEG images. According to a security bulletin accompanying the patch, the flaw ",48,0
"WTAs elite on display in LA Lindsay Davenport and Amelie Mauresmo are in a battle for the No. 1 ranking at the WTA Championships this week at the Staples Center, however, both players downplay the faceoff.",48,0
"Manufacturing grows; construction up; sentiment down The latest round of economic data was again mixed, reports showed Friday: Manufacturing activity increased in September for the 16th consecutive month and construction spending surged in August to a record high.",47,0
"Japan troops may remain in Iraq The troops, who are doing humanitarian work, were due to leave by 14 December. But the deadline may be extended, according to a government spokesman.",39,1
"FBI Probes if Official Spied for Israel WASHINGTON - In a spy investigation that could strain U.S.-Israeli relations and muddy the Bush administration's Middle East policy, the FBI is investigating whether a Pentagon analyst fed to Israel secret materials about White House deliberations on Iran.    No arrests have been made, said two federal law enforcement officials, speaking on condition of anonymity because of the continuing investigation...",80,1
"Microsoft Accused of Destroying E-Mails (AP) AP - Microsoft Corp. developed policies stressing the systematic destruction of internal e-mails and other documents crucial to lawsuits it has faced in recent years, a California software company alleges.",48,0
"Caterpillar Boosts 2004 Sales View Heavy equipment maker Caterpillar Inc. on Tuesday raised its full-year sales expectations, as stronger demand in North and South America fueled a sharp increase in global machine and engine sales.",47,0
"Bush Wants Baseball to Work Out Steroids Problem (Reuters) Reuters - President Bush wants Major League\Baseball management and players to come up with a tough\steroids testing program on their own and believes progress is\being made, his spokesman said on Wednesday.",52,0
"At wireless show, WiMax gets a nod from Intel Chipmaker teams up with cell phone pioneer Craig McCaw. Also, PalmOne's latest Treo, and TV for the mobile set.",41,0
"Suicide Bomber Kills Two in Jerusalem JERUSALEM - A missile from an Israeli helicopter wounded 12 in a Palestinian refugee camp in Gaza early Thursday after a teenager from the West Bank evaded roadblocks and blew herself up next to a busy Jerusalem bus stop, killing two policemen.    To carry out the Wednesday suicide attack - the first in Jerusalem in seven months but the second in Israel in three weeks - the 19-year-old overcame a strict military closure of the West Bank imposed for a series of Jewish holidays that began last week...",111,1
"Cash-rich, commodity-starved mainland goes shopping overseas SINGAPORE: The mainland #39;s plan to buy Canadian mining giant Noranda for some US\$5 billion is just the beginning of an overseas acquisition march fuelled by swollen foreign exchange reserves and a need to secure natural resources.",60,0
"Gambro Sells U.S. Kidney Clinics Unit  STOCKHOLM (Reuters) - Swedish kidney-care company Gambro AB  has signed an agreement to sell its U.S. clinics business to  dialysis firm DaVita Inc. for \$3.05 billion in cash, Gambro  said on Tuesday.",68,0
Momentum Builds for U.S. Role in Paying Highest Health Costs Politicians are pushing an idea to fight high health costs by shielding employers from the most expensive medical cases.,35,1
"Iran to Consider EU Nuclear Offer, No Deal Yet (Reuters) Reuters - Iran has not agreed to an offer by the\European Union to receive nuclear technology in exchange for\abandoning its uranium enrichment program, but it will consider\the proposal, an Iranian official said on Thursday.",58,1
"Ch. 11 threat for US Airways flier miles US Airways is at risk of filing Chapter 11 bankruptcy, which has frequent fliers thinking about cashing in miles, Boston.com reports.",43,0
"Journalists journey into the center of the storm NAJAF, Iraq  What we were about to do was more than risky. It was foolish. Thursday, several journalists began organizing a delegation to enter the Imam Ali shrine in ...",47,1
"China Invites Moderate Democrats to Meetings -Paper China has invited four newly elected pro-democracy lawmakers for talks in a conciliatory gesture after weekend legislative elections, the South China Morning Post reported on Thursday.",41,1
"Is Israel planning to attack Iran? JERUSALEM Ariel Sharon may be on the warpath again and the target is Iran. In the past, the Israeli prime minister has focused attention on Iran by claiming that it presents the greatest threat to Israel. More than once, defense officials in Jerusalem ...",59,1
HK heat 'risks bacteria growth' \Hong Kong scientists warn rising global temperatures may transform  the city into a breeding ground for viruses.,28,1
Court Orders Record Payout for Guatemala Massacre  GUATEMALA CITY (Reuters) - An international court has  ordered Guatemala to pay a record sum of almost \$8 million in  compensation to survivors of a 1982 army-led massacre of  hundreds of civilians in the country's Maya Indian heartland.,67,1
"Ultimate Salesman, Pitching the Biggest Stars in Baseball Scott Boras, the most successful agent in baseball history, tells players what they are worth, tells teams the same and waits for the financial outcome to satisfy him.",45,0
Manchester United v Middlesbrough Gareth Southgate fears another Boro backs-to-the-wall display on Sunday -whether Wayne Rooney lines up against them or not. After a battling performance against Czech champions Banik Ostrava on Thursday to ,46,0
"Shipman report demands GMC reform The General Medical Council is doing too little to protect patients, the latest report from the Shipman Inquiry has said.",30,1
"Blind Feed the Blind at New Paris Eatery (AP) AP - They tasted like tomatoes, but in the pitch black it was hard to tell. A couple at the next table was obviously struggling with eating blind, too.",46,1
"US team wins Tommy Bahama Challenge in playoff Americans Hank Kuehne, Chad Campbell, Zach Johnson and Chris Riley beat a foursome of international players on the first playoff hole Tuesday in the inaugural Tommy Bahama Challenge.",44,0
"Injured Gail Devers Can't Finish Hurdles ATHENS, Greece - Gail Devers, the most talented yet star-crossed hurdler of her generation, was unable to complete even one hurdle in 100-meter event Sunday - failing once again to win an Olympic hurdling medal.    Devers, 37, who has three world championships in the hurdles but has always flopped at the Olympics, pulled up short and screamed as she slid under the first hurdle...",99,1
"Afghan Bombings Prompt US Travel Alert, Condemnation by Annan The US issued a travel alert for its citizens in Afghanistan after weekend bombings that killed at least 19 people in the capital, Kabul, and in Paktia province.",47,1
Monti blasted over Abbey comments Banking group HBOS yesterday criticised European Competition Commissioner Mario Monti for appearing to welcome the 8.8 billion takeover of Abbey National ,33,0
"Italy pays kidnappers, no questions asked The low-intensity civil war fought by extremists on the left and right - known as the  quot;years of lead quot; -as marked by waves of bombings, assassinations and kidnappings that included the 1978 murder of former prime minister Aldo Moro.",64,1
British hostility to the war deepens as another Black Watch &lt;b&gt;...&lt;/b&gt; THE British publics opposition to the war in Iraq has risen to record levels amid signs that the continued violence could be a major factor in next years expected general election.,59,1
"It #39;s simple: Six outs too much to ask of A #39;s bullpen OAKLAND -- -- The essential difference between the A #39;s and the Anaheim Angels, so narrow yet so pronounced, rang loud and clear Saturday, distilled to a single inning.",61,0
"Q amp;A: Microsoft chief executive Steve Ballmer - Part Two Many experts say Linux and open-source software is your biggest threat. But is your real competitor a desire for an alternative to Microsoft, rather than any particular product?",48,0
TV Reporter May Be Jailed for Refusing to Disclose Source The reporter was convicted of criminal contempt for refusing to disclose who leaked him an F.B.I. videotape on an investigation of government corruption in Providence.,46,1
"Putin, at Odds with West, Rules Out Chechen Talks  ASTANA (Reuters) - Russian President Vladimir Putin on  Thursday ruled out negotiations with Chechen rebels after the  Beslan school bloodbath, further straining ties with Western  leaders who are pressing for a political solution to Chechnya.",62,1
"EADS Co-Chief Exec Hertrich to Step Down The co-chief executive of the European Aeronautic Defence and Space Co., Rainer Hertrich, will leave his position in 2005 when his contract expires, a company spokesman said Sunday.",52,0
"Poe, Philippine Actor Who Ran for President, Dies  MANILA (Reuters) - Philippine movie legend Fernando Poe  Jr., who came close to unseating Gloria Macapagal Arroyo in  May's presidential election, died on Tuesday after suffering a  stroke, his family said.",59,1
"Del Piero, Zalayeta score in home win MILAN -- Leaders Juventus moved five points clear at the top of Serie A as goals by Alessandro Del Piero and Marcelo Zalayeta gave the club a 2-0 win over AS Roma on Thursday.",52,0
"WORLD IN BRIEF ABUJA, Nigeria -- The African Union urged a four-day postponement of peace talks over Sudan #39;s Darfur region Thursday after a transport mix-up left delegates stranded across the continent.",45,1
"EMI sees music market improving EMI, the world #39;s third-largest music group, reported a drop in first-half profits on Friday but said the beleaguered industry was rebounding as online music sales start to take off.",50,0
"Former 49er Owens accurately predicted team #39;s impending breakdown Terrell Owens has been called a lot of names -- most recently, the heedless heathen whose staged embrace of a naked actress signified the nation #39;s moral decline.",52,0
"Genta Shares Soar on Cancer Drug Data Shares of Genta Inc. (GNTA.O: Quote, Profile, Research) soared nearly 50 percent on Monday after the biotechnology company presented promising data on an experimental treatment for blood cancers.",51,0
Opposition Party Heads for Win in Lithuanian Election An opposition party led by an ethnic Russian businessman appears headed for victory in Sunday #39;s Lithuanian parliamentary election.,33,1
"Palestinians Cheer 'Superstar' Contestant (AP) AP - Worn down by four years of bloody conflict with Israel, Palestinians found a welcome diversion Sunday: watching Ammar Hassan, one of their own, compete for the title of best singer in the Arab world.",56,1
"Egyptian found dead in northern Iraq (AFP) AFP - The body of an Egyptian was found on a road north of the Iraqi town of Tikrit, police and medical sources said.",37,1
"Round Two: US, EU Subsidy Battle Heats Up WASHINGTON, DC / BRUSSELS, Belgium - 10/09/04 - The bell has rung on Round Two in the fight between the US and the European Union on the issue of commercial aircraft production subsidies.",59,0
"Vulnerability hits Java for cell phones com October 22, 2004, 5:05 PM PT. Cyber threats, chiefly viruses like NetSky and Sasser, make security an ongoing concern as it holds steady over software infrastructure as the third top priority.",58,0
"Kerry, Bush Votes Could Affect State Races (AP) AP - State Sen. Neil Schuerer is a small-town lawmaker not accustomed to rubbing shoulders with world leaders. But the Republican shared the stage with Dick Cheney during a recent campaign appearance in which he was given a few minutes to talk to the crowd before the start of the vice president's speech.",74,1
"Middle East ; Israel bombs Nablus homes Middle East News, Israeli occupation troops have demolished homes and detained several Palestinians in the al-Askar refugee camp in Nablus on the West Bank.",39,1
"Gaza Smuggling Tunnel Collapses, Trapping 5  GAZA (Reuters) - A smuggling tunnel being dug by  Palestinians on the Gaza-Egypt border collapsed on Friday and  at least five people were trapped inside, witnesses in the Gaza  frontier town of Rafah said.",61,1
Valencia chief exonerates Ranieri Valencia president Juan Bautista Soler has laid the blame for the clubs #39; continuing slump squarely on the doorstep of the players.,33,0
"Top Indian nuclear scientist dead A top Indian nuclear scientist and the scientific mastermind behind the country #39;s first atomic test, has died in the western city of Bombay (Mumbai).",38,1
"Israel offers UK key peace role The UK can play a ""key role"" in helping Israel and the Palestinians achieve peace, Israel's Foreign Minister says.",32,1
"Brazilian Soldier Wounded in Haiti Unrest &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Joseph Guyler Delva&lt;/p&gt;&lt;p&gt; GONAIVES, Haiti (Reuters) - A Brazilian soldier with theU.N. peacekeeping force in Haiti was shot and wounded Saturdaywhen peacekeepers and local police faced gunfire in a crackdownon armed gangs in the Haitian capital.&lt;/p&gt;",98,1
Baseball Today Houston at St. Louis (8:10 pm EDT). Roger Clemens (16-4) starts for Houston against Jeff Suppan (15-6) and the major league-leading Cardinals.,45,0
"PRINCE IN NIGHTCLUB PUNCH-UP: HEIR GOES SPARE THIS is the moment Prince Harry went spare at photographers early yesterday. The prince, third in line to the throne, snapped as he left a London club after four hours of knocking back cocktails.",53,1
Tens of thousands of Israeli settlers rally against Sharon #39;s &lt;b&gt;...&lt;/b&gt; Tens of thousands of Israeli settlers and their supporters yesterday took part in a right-wing demonstration in Jerusalem #39;s Zion Square.,58,1
Race-hate attack fuels fear of Beslan backlash Fears that the Beslan school massacre will lead to attacks against people from the Caucasus mounted yesterday after skinheads beat four people  quot;of Caucasian appearance quot; on the underground railway system in Moscow.,51,1
Man to face trial in Hookes case A 22-year-old hotel bouncer has been ordered to stand trial over the death of former Australian Test cricketer David Hookes. Zdravco Micevic has pleaded innocent to charges of manslaughter and assault.,53,1
"Time for Euros to have fun in majors So enough about why the United States can #39;t win the Ryder Cup. Considering their complete mastery of their American counterparts last week at Oakland Hills, the real question is, why can #39;t the Europeans win major championships?",59,0
"Trump end talks Trump Hotels and Casino Resorts, trying to restructure US\$1.8 billion in debt, has ended talks that would have resulted in the company receiving a US\$400 million lifeline.",42,0
WADA Sanctions \$1.47 Million Rise in Expenditure  NEW YORK (Reuters) - The World Anti-Doping Agency (WADA)  has approved a \$1.47 million increase in its expenditure budget  for next year.,51,0
"Nokia Taps Ex-Coke Exec for Branding Help (NewsFactor) NewsFactor - On the heels of -- and perhaps in response to -- its recent struggles with declining market share, mobile-handset maker Nokia (NYSE: NOK) has signed former Coca-Cola executive Keith Pardy to head up its branding efforts. Pardy, a 17-year Coke veteran, was vice president of the company's non-cola branding efforts.",91,0
"Iraq #39;s tireless worker killed in the country she loved When Margaret Hassan was kidnapped in October, her car was waved down by two men in Iraqi police uniforms. Gunmen surrounded the car and dragged Ms Hassan #39;s driver and unarmed guard from their seats.",58,1
"McNair cures Titans' ills JACKSONVILLE, Fla. -- Steve McNair returned to the lineup, and the Tennessee Titans returned to form.",30,0
"Mexico's Ex-Ruling Party Wins Two Races (AP) AP - Mexico's former ruling party, trying to fight its way back to the presidency, overwhelmingly won two gubernatorial elections Monday and held razor-thin leads in two other races.",51,1
"No Kashmir settlement without trilateral talks: separatists (AFP) AFP - India and Pakistan cannot settle their dispute over Kashmir unless residents of the region are included in talks, separatist leaders said as the nations ended two days of discussions.",48,1
"Millions gather for mass prayer outside Bangladeshi capital Millions of Muslims prayed together for peace and harmony on a riverbank near the Bangladeshi capital on Sunday, concluding an annual assembly that is considered one of the world #39;s largest Islamic gatherings.",51,1
Ivan #39;s wrath keeps oil prices up Reports of damage to several oil facilities and more storms on the way raise crude prices. LONDON (Reuters) - Crude prices climbed Friday as oil companies surveyed the damage wreaked by Hurricane Ivan after the storm pounded the key oil producing region.,59,0
"Ukraine's Opposition Confident Ahead of New Vote  KIEV, Ukraine (Reuters) - A key figure in Ukraine's  opposition movement said Sunday there was little the  Moscow-backed authorities could do to stop Viktor Yushchenko  sweeping to power in a re-run of the ex-Soviet state's rigged  election.",71,1
"78 Die in Military Custody in Thailand At least 78 people were suffocated or crushed to death after being arrested and packed into police trucks following a riot in southern Thailand over the detentions of Muslims suspected of giving weapons to Islamic separatists, officials said Tuesday.",55,1
"Dean Urges Dems to Stick to Convictions (AP) AP - Howard Dean, with an eye on leading the Democratic Party in the wake of widespread election losses, said Wednesday that Democrats must campaign on their convictions and not give into the temptation to behave like Republicans.",55,1
"Iran readies uranium for enrichment, UN watching TEHRAN (Agencies) -- Iran began processing uranium just more than a week ago to prepare it for enrichment, a diplomat said on Wednesday.",39,1
"Putin to Respect New Ukraine Election -- Germany (Reuters) Reuters - Russian President Vladimir Putin agreed\in a telephone conversation with German Chancellor Gerhard\Schroeder to respect the results of any new election in\Ukraine, the German government said on Tuesday in a statement.",54,1
"Japan typhoon leaves five dead, four missing Five people were dead and four still missing on Sunday as Japan began a clean up after the most powerful typhoon in a decade hit the Tokyo region.",38,1
Jayasuriya hits form in Faisalabad Sanath Jayasuriya #39;s century put Sri Lanka in a strong position after the third day of the first Test against Pakistan in Faisalabad.,43,0
Colorado Redistricting Dispute Revived (AP) AP - A panel of federal judges Friday revived the last remaining lawsuit stemming from disputes over congressional redistricting after the 2000 census.,41,1
"Darwin is OK after all, Serbia says BELGRADE, Serbia-Montenegro - Serbia reversed an order to ban Darwins theory of evolution from schools on Thursday, after its education minister drew national ridicule for ruling in favor of Old Testament creationism.",50,0
"21 Neapli troops, 41 rebels killed Nepal #39;s army said it killed at least five Maoist guerrillas when it foiled an attack yesterday by hundreds of insurgents on a communications tower.",44,1
"Experts urge stronger action against wildlife poachers 5 October 2004 - Law enforcement experts are urging stronger action against poachers or smugglers of endangered species, but warn that many countries lack the ability to fight wildlife crimes, the United Nations Environment Programme (UNEP) said today.",58,1
"UBS Aquires Schwab Capital Markets Business The research operation will be shuttered, sources close to the company said, since UBS already has coverage in the areas where Schwab #39;s Soundview is strong.",43,0
"South Dakota Electoral Race Is Rerun Under a Shadow (Reuters) Reuters - It has only been four months\since Stephanie Herseth became the first woman ever elected to\the House of Representatives from South Dakota, but the\prominence that win gave her may make the difference as she\faces the same opponent again for a full two-year term.",72,1
"Study: Posture Able to Communicate Fear (AP) AP - A fight breaks out, and even though people at the far side of the crowd can't see what's going on, they are immediately on edge. Now, a Harvard researcher has an explanation for this fear contagion, the quick spread of emotion through a crowd.",67,0
"Rivals in Ukraine Agree to Negotiate Over Vote The two candidates claiming to be president-elect agreed to negotiations, the first sign of an easing of tensions that have risked leading the nation toward civil war.",42,1
"Fed Panel Lifts Rates and Says More Increases Are Probable As expected, the central bank raised the federal funds rate on overnight loans by a quarter point, to 2.25 percent.",39,0
New oil spike hits prices on Wall Street Blue chip stocks ended lower in the US last night under the impact of a new spike in crude oil prices. Analysts said confidence had also been hit by the bomb attack on a US consulate in Saudi Arabia.,50,0
"China #39;s Hu takes over armed forces in flux Chinese Communist Party chief Hu Jintao has taken command of the world #39;s largest military, inheriting the challenge of transforming a 2.5-million-strong force long bent on making money into a world-class war machine.",65,1
Martin Welcomes Resources Investment by China (Reuters) Reuters - Prime Minister Paul Martin welcomed on\Thursday the idea of Chinese investments in Canada's natural\resource sector but his comments angered legislators who said\Canadian sovereignty could be at risk.,49,1
"Microsoft issues one fix in monthly security update Microsoft this week released a patch to fix an important vulnerability in Internet Explorer, even as a new worm that took advantage of an as-yet-unpatched hole in the Web browser spread.",47,0
26 Hostages Released From Russian School Armed militants who seized hundreds of child hostages at a school in southern Russia released two dozen women and small children Thursday afternoon but the guerrillas still rejected proposals for resolving the standoff.,43,1
"Japan typhoon leaves five dead, four missing Five people were dead and four still missing on Sunday as Japan began a clean up after the most powerful typhoon in a decade hit the Tokyo region.",38,1
"Bush Rejects Kerry on Terror War, Economy (Reuters) Reuters - President Bush charged on\Wednesday that Democrat John Kerry has a ""fundamental\misunderstanding"" of the war on terrorism because he does not\see Iraq as a theater of that conflict.",52,1
"Penalties Stiff for Slander in Venezuela A new penal code approved by Venezuela's Congress would stiffen prison sentences for slander and libel, drawing criticism from opponents of President Hugo Chavez.",38,1
ICC Awards ceremony to be held in London tonight The Indian cricket team and cricket fans are anxiously awaiting the ICC Awards ceremony to be held at London #39;s Alexandra Palace on Tuesday.,39,0
"Kiwi helping build browser Well someone #39;s forgotten to tell Ben Goodger and his team at the Mozilla Foundation because this Kiwi software engineer is taking market share from Internet Explorer (IE) with Firefox, the ",45,0
"Barrow Placed on IR The Redskins have placed linebacker Mike Barrow on the injured reserve list, which means he will not play a down for them this season.",32,0
"Nortel Will Cut Workforce by 10 Percent TORONTO, Aug. 19 -- Nortel Networks Corp. said Thursday it will slash its workforce by 3,500, or 10 percent, as it struggles to recover from an accounting scandal that toppled three top executives and led to a criminal investigation and lawsuits. ",70,0
Toshiba Fixes Notebook Flaws PC World is reporting that Toshiba will replace faulty memory modules in certain laptop PCs.  quot;The program covers 27 models notebook computers.,36,0
"US has no contact with Hamas, spokesman says The United States on Tuesday rejected the saying that it had held contacts with Hamas as a leader of the radical Palestinian group has claimed.",36,1
SHEER TERROR KIDNAPPED aid worker Margaret Hassan fainted as she pleaded for her life on a video yesterday. The distressing footage was released as her three sisters begged her captors for her release.,41,1
Tool connects  #39;Halo #39; with ... Excel The video game  quot;Halo 2 quot; is considered a  quot;killer app quot; for Microsoft #39;s Xbox game console -- a piece of software popular enough to drive big sales of the underlying hardware.,63,0
"Business Focus: Infecting the world When Alan Greenspan speaks, the markets listen. The 78-year-old chairman of the Federal Reserve Board has had dealers hanging on his every utterance for 17 years, ever since he took the job during the closing months of Ronald Reagans presidency.",62,0
"Teams halt unofficial Brit GP It would be difficult to justify the extra cost of racing in a non-championship British grand prix, Williams #39; Sam Michael said on Sunday.",38,0
"Howard still a nose in front Halfway through the election campaign and Mark Latham is now out-campaigning John Howard, with two of his major policies launched, but still no guarantee he will be in front on polling day.",46,1
"Merck KGaA, Biomira Shares Gain on Cancer Study (Update1) Shares of Biomira Inc., a Canadian drug developer, jumped 94 percent and Merck KGaA, Germany #39;s fourth-largest drugmaker, rose as much as 6.4 percent after the companies said data from ",67,0
"N.Koreans Break Into Japanese School in China About 29 people, thought to be North Koreans seeking asylum, broke into a Japanese school in Beijing on Wednesday apparently by cutting through the wire perimeter fence.",43,1
Conway's golden purse PeopleSoft's ousted CEO walks away with a severance package in excess of \$16 million.,26,0
"Washington Post  #39;heir #39; steps down NEW YORK Steve Coll, the managing editor of The Washington Post for the past six years and the apparent front-runner to succeed the top editor, announced abruptly that he would step down at the end of the year to divide his time between writing books and ",66,0
"Medtronic Down, Not Out Internal defibrillator maker's earnings growth rate is slowing down, but its future looks healthy.",27,0
"At UN, Bush defends war UNITED NATIONS -- President Bush stood before an annual gathering of world leaders yesterday and forcefully defended his decision to invade Iraq, urging all nations to join the United States in rooting out terrorism and establishing democracy in place of oppressive regimes.",51,1
"Parties Seek Advantage in Vietnam Debate (AP) AP - The events may be 35 years old, but the heated discussion hasn't stopped because Republicans and Democrats alike sense a political advantage in keeping the debate over John Kerry's service in Vietnam on voters' minds.",56,1
"Delta to Cut Up to 7,000 Jobs in 18 Months ATLANTA - Delta Air Lines will cut up to 7,000 jobs, reduce wages and pull back at its Dallas-Fort Worth airport hub as part of a sweeping restructuring plan that could still leave it vulnerable to bankruptcy.    The job cuts representing about 10 percent of its overall work force will come over the next 18 months, Delta chief executive Gerald Grinstein said Wednesday during a meeting with 300 of the company's middle managers...",114,1
Tennis: Federer beats Henman  Roger Federer sees off Tim Henman in straight sets to reach the US Open final.,25,1
"Iran Hosts Iraqi Official, Eyes Better Relations (Reuters) Reuters - Iraqi deputy Prime Minister Barham Salih\said Sunday he brought a message of friendship to Iran, which\has been angered by charges it is stirring up tension in Iraq,\the official IRNA news agency said.",57,1
"Sasser Worm Creator Charged With Sabotage A German teenager who created the Sasser worm that disrupted computers around the world in May has been charged with computer sabotage, prosecutors said Wednesday.",37,0
"Asian, European Leaders Gather in Vietnam for Annual Summit Leaders from 38 Asian and European nations are gathering in Vietnam for a summit of the Asia-Europe Meeting, know as ASEM. One thousand delegates are to discuss global trade and regional politics during the two-day forum.",57,1
Car bomb kills six in Baghdad Iraqi hospital officials say six people are dead from a car bombing that struck in northern Baghdad. An Iraqi official says the blast took place near the Ministry of Education.,39,1
"Myanmar Still Irritant as Asia, Europe Heads Meet  HANOI (Reuters) - The absent member will be the one holding  center-stage at a meeting in Hanoi of leaders of Asia and  Europe. In a hard-fought compromise, Myanmar's ruling junta  will not send its government head.",64,1
Chavez Allies Name Supreme Court Justices President Hugo Chavez's allies in Congress appointed 17 new justices to the supreme court Monday as opposition parties accused the leader of stacking the nation's highest court with government-friendly magistrates.,47,1
"Moya Leads Off Against Mathieu in Davis Cup Semi  ALICANTE, Spain (Reuters) - Spain number one Carlos Moya  will start off against Paul-Henri Mathieu of France as he bids  to lead his country to their third Davis Cup final in five  years this weekend.",58,0
"Thai probe announced in deaths of detainees Facing new violence and harsh criticism, the prime minister yesterday said he would set up an independent commission to investigate the ",31,1
"Pakistan tests  #39;nuclear #39; missile: World News: Islamabad, Oct. 12 : Pakistan has tested a medium-range nuclear-capable missile which could hit targets deep in neighbouring India.",46,1
"Mauresmo #39;s Heart Is Far From Gone full of hope in the latter stages of a Grand Slam tournament. And she is achingly aware of how all the others ended. Mauresmo, 25, is a showcase for heartbreak in tennis.",56,0
"Lennar #39;s 3rd-Qtr Profit Rises 12, Boosts Estimates (Update1) Lennar Corp., the No. 3 US homebuilder by stock market value, said fiscal third-quarter profit rose 12 percent, higher than analysts estimated.",62,0
"Growing pains The son of The Man will hit the big 3-0 Sunday, but Dale Earnhardt Jr. had hoped he had the clout to get his birthday wish granted a little early.",41,0
Talking Turkey This is the time of the year when Americans nationwide are gobbling up gobblers at grocery stores for holiday dinners. But out on Darrell French #39;s ,37,0
"FCC Backs Bells on Fiber Phone Line Sharing Limits (Reuters) Reuters - U.S. regulators on Thursday said big\local phone companies will not have to share new fiber-optic\lines built for high-speed Internet and other services,\spurring one carrier to speed roll-out plans.",61,0
"China Plays Down Election Eve Barb Against Bush China sought to play down election eve criticism of President Bush by a leading architect of its foreign policy, saying Beijing had clarified the issue with Washington.",38,1
Open-Federer #39;s  #39;beautiful tennis #39; sets the standard US Open champion Roger Federer breezed into New York #39;s Hard Rock cafe on Monday clutching his latest piece of silverware. Maybe the venue was chosen in anticipation ,59,0
"49 killed in serial blasts in Assam, Nagaland A series of bomb blasts and militant attacks in Nagaland and Assam have killed at least 49 people today. In Assam, there have been several explosions and attacks all through the day, killing 26 people.",56,1
"October probably had job growth US employers probably added 175,000 workers to payrolls in October, the most in five months, while the unemployment rate held at a three-year low of 5.4 percent, the median forecast in a Bloomberg News survey of economists shows.",61,0
Pope Condemns Human Cloning and Arrogance of Man Pope John Paul on Sunday condemned human cloning as an arrogant attempt to improve on God #39;s creation.  quot;The sense of power that every technical progress inspires in man is ,51,0
"Hurricane Frances Hits Bahamas; Man Dies (AP) AP - Hurricane Frances battered the main tourist hub in the Bahamas on Friday, unleashing deadly winds that shattered windows in skyscrapers, toppled trees and set off scattered looting. One man was electrocuted in the storm.",55,1
BC seniors eye Irish sweepstakes There was a time when beating Holy Cross made the season for Boston College. Those who remember that era never dreamed there would be a BC senior class with a chance to sweep four games from national power Notre Dame.,49,0
Leaders pay tribute to Arafat World leaders and Palestinian representatives gathered in Cairo Friday morning for Yasser Arafat #39;s military funeral service. The funeral came hours before chaotic scenes in the West Bank ,43,1
"India #39;s central bank pushes up key rate NEW DELHI India #39;s central bank on Tuesday unexpectedly raised a key interest rate for the first time in four years, saying that soaring commodity prices and corporate demand for credit threatened to fuel inflation.",54,0
Google tops Microsoft with new PC search tool Computer users have long complained that using Microsoft Windows to find files on a desktop hard drive is considerably tougher than using Google to find information in the vast reaches of the Internet.,43,0
Red Sox Clinch 2nd Straight Playoff Berth (AP) AP - The Boston Red Sox clinched a playoff berth on Monday by beating the Tampa Bay Devil Rays 7-3.,40,0
"New Quake Rattles Northern Japan, Felt in Tokyo  NAGAOKA, Japan (Reuters) - A strong earthquake with a  preliminary magnitude of 6.0 jolted northern Japan on  Wednesday, in the same region where a major quake killed at  least 31 people and injured more than 3,400 five days ago.",73,1
"Hundreds march in Nepal for peace Hundreds of people marched in Katmandu on Sunday, waving banners urging religious tolerance in wake of riots over the killing of 12 Nepalese hostages by Iraqi insurgents.",40,1
HK probes Falun Gong 'hacking' Hong Kong investigates after TV programmes beamed into China are allegedly hacked into by Falun Gong.,26,1
Four golds in a row for Pinsent British rower Matthew Pinsent won a fourth consecutive Olympic gold medal when Team GB #39;s coxless fours crew triumphed in Greece.,38,0
"South Korea Completes Iraq Deployment of 2,800 Troops  SEOUL (Reuters) - South Korea completed the deployment of  2,800 troops to Iraq on Wednesday, the defense ministry said as  it lifted a news blackout on the sensitive mission imposed in  the face of anti-war demonstrations.",66,1
Glazer Closer to United Takeover Malcolm Glazer today increased his stake in Manchester United for the third time in as many days - and moved a step closer to launching a takeover bid.,38,0
Irish Priest Who Disrupted Games Acquitted of Abuse  LONDON (Reuters) - A former Irish priest who disrupted the  Athens Olympics and the British Grand Prix was acquitted  Thursday of indecency with a seven-year-old girl.,49,0
